article,entity,start,end,highest_ratio,best_match_annotation_article,best_match_annotation_entity,best_match_similarity_ratio,best_match_annotation_start,best_match_annotation_end
23246797,ezetimibe,2106,2115,100,23246797,ezetimibe,100,2106,2115
23194541,dpph,660,664,100,23194541,dpph,100,660,664
23086037,metformin,1190,1199,100,23086037,metformin,100,1190,1199
23022271,cyt,10,13,100,23022271,cyt,100,10,13
23124594,stevioside,525,535,100,23124594,stevioside,100,525,535
23159986,d limonene,1757,1767,100,23159986,d limonene,100,1757,1767
22951949,dithiocarbamates,0,16,100,22951949,dithiocarbamates,100,0,16
22931187,ptz601,1364,1370,100,22931187,ptz601,100,1364,1370
23059655,nano graphene,1260,1273,76,23059655,graphene,76,1265,1273
23254198,bza,1476,1479,100,23254198,bza,100,1476,1479
23022324,naaso 2,1617,1624,93,23022324,naaso 2 ,93,1617,1625
23237733,4 mu,449,453,100,23237733,4 mu,100,449,453
23010565,pei,819,822,100,23010565,pei,100,819,822
23172734,pcb,1005,1008,100,23172734,pcb,100,1005,1008
23143926,activated,141,150,22,23143926,phortress,22,139,148
22401710,ketoprofen,1174,1184,100,22401710,ketoprofen,100,1174,1184
23022324,naaso 2,1085,1092,93,23022324,naaso 2 ,93,1085,1093
22451331,triton,1018,1024,100,22451331,triton,100,1018,1024
22998221,isradipine,82,92,100,22998221,isradipine,100,82,92
23178198,etazolate,718,727,100,23178198,etazolate,100,718,727
23154194,ddaip,611,616,100,23154194,ddaip,100,611,616
23194532,hydroxyproline,834,848,100,23194532,hydroxyproline,100,834,848
23201927,sal b,1083,1088,100,23201927,sal b,100,1083,1088
23141427,5 ht,1561,1565,100,23141427,5 ht,100,1561,1565
23256625,gsk1292263,1023,1033,100,23256625,gsk1292263,100,1023,1033
23205514,9 hydroxyrisperidone,1374,1394,100,23205514,9 hydroxyrisperidone,100,1374,1394
23157634,gln,280,283,100,23157634,gln,100,280,283
22998221,isradipine,669,679,100,22998221,isradipine,100,669,679
22761031,aur,864,867,100,22761031,aur,100,864,867
23205514,risperidone,595,606,100,23205514,risperidone,100,595,606
22986488,1 25 oh 2 d,1041,1053,100,22986488,1 25 oh 2 d,100,1041,1053
23200732,estrogens,1259,1268,100,23200732,estrogens,100,1259,1268
23122161,hexane,1166,1172,100,23122161,hexane,100,1166,1172
23200735,cyclic amp,1014,1024,100,23200735,cyclic amp,100,1014,1024
23228886,glutamate,758,767,100,23228886,glutamate,100,758,767
22992376,caffeine,864,872,100,22992376,caffeine,100,864,872
23171962,cuo,134,137,100,23171962,cuo,100,134,137
23123662,copper,853,859,100,23123662,copper,100,853,859
23190031,mangiferin,623,633,100,23190031,mangiferin,100,623,633
23000445,wogonoside,923,933,100,23000445,wogonoside,100,923,933
23172726,fr901464,18,26,100,23172726,fr901464,100,18,26
22986947,a438079,1561,1568,100,22986947,a438079,100,1561,1568
23246798,peo,390,393,100,23246798,peo,100,390,393
23059794,pfos,1677,1681,100,23059794,pfos,100,1677,1681
23212963,sds,934,937,100,23212963,sds,100,934,937
22977165,gd,898,900,100,22977165,gd,100,898,900
23065141,dcpa,1006,1010,100,23065141,dcpa,100,1006,1010
22401710,ketoprofen,1566,1576,100,22401710,ketoprofen,100,1566,1576
22986488,1 25 oh 2 d,1445,1457,100,22986488,1 25 oh 2 d,100,1445,1457
23164932,3 nitropropionic acid,0,21,100,23164932,3 nitropropionic acid,100,0,21
23157419,caco 3 ,753,760,100,23157419,caco 3 ,100,753,760
22878908,oleic acid,880,890,100,22878908,oleic acid,100,880,890
23111803,imidacloprid,1076,1088,100,23111803,imidacloprid,100,1076,1088
22864849,chrysin,156,163,67,22864849,cysteine,67,153,161
23153668,pll,571,574,100,23153668,pll,100,571,574
23086182,permethrin,157,167,100,23086182,permethrin,100,157,167
23022271,cytisine,0,8,100,23022271,cytisine,100,0,8
23142789,ca,488,490,100,23142789,ca,100,488,490
23019138,am4054,1522,1528,100,23019138,am4054,100,1522,1528
23046389,zoniporide,644,654,100,23046389,zoniporide,100,644,654
23199987,putrescine,483,493,100,23199987,putrescine,100,483,493
23205740,hydrated sps,775,787,100,23205740,hydrated sps,100,775,787
22312035,afm1,893,897,100,22312035,afm1,100,893,897
23142073,stx,890,893,100,23142073,stx,100,890,893
23244594,c 12 φ 2 c 12,539,552,96,23244594,c 12 φ 2 c 12 ,96,539,553
23122079,phillyrin,0,9,100,23122079,phillyrin,100,0,9
23132909,triglyceride,552,564,100,23132909,triglyceride,100,552,564
23204517,ca 2 cam,333,343,77,23204517,ca 2 ,77,333,339
22564442,kcl,288,291,100,22564442,kcl,100,288,291
22765351,gly thio lys,17,29,100,22765351,gly thio lys,100,17,29
23174144,cu,337,339,100,23174144,cu,100,337,339
23210742,ohac,1378,1382,100,23210742,ohac,100,1378,1382
23175103,o 2f,1367,1371,40,23175103,o,40,1367,1368
23122111,neferine,1118,1126,100,23122111,neferine,100,1118,1126
23178632,obesity,56,63,24,23178632,amiodarone,24,55,65
23161484,lc 95a,1132,1138,100,23161484,lc 95a,100,1132,1138
23063623,mdv3100,271,278,100,23063623,mdv3100,100,271,278
23220035,dehp,1116,1120,86,23220035,dep,86,1121,1124
23122157,gallic acid,695,706,100,23122157,gallic acid,100,695,706
23123225,β asarone,401,410,100,23123225,β asarone,100,401,410
22951949,cu dedtc,518,526,100,22951949,cu dedtc,100,518,526
23122331,lactose,664,671,100,23122331,lactose,100,664,671
23142844,sphingomyelin,735,748,100,23142844,sphingomyelin,100,735,748
23219593,4 tert octylphenol ,494,514,97,23219593,4 tert octylphenol,97,494,512
22856387,tm 25659,1132,1140,100,22856387,tm 25659,100,1132,1140
23220616,glutathione,1110,1121,100,23220616,glutathione,100,1110,1121
23200942,tabun,855,860,100,23200942,tabun,100,855,860
23229057,n,478,479,100,23229057,n,100,480,481
23244033,mno 2 ,113,119,100,23244033,mno 2 ,100,113,119
23123224,ethanol,556,563,100,23123224,ethanol,100,556,563
22788802,hco ,559,564,100,22788802,hco ,100,559,565
22956628,mechanism,83,92,38,22956628,arsenic,38,80,87
23091188,lpv,1194,1197,100,23091188,lpv,100,1194,1197
22491024,6 hydroxydopamine,1064,1081,100,22491024,6 hydroxydopamine,100,1064,1081
23246732,acetate,603,610,82,23246732,pb acetate,82,600,610
23194542,thiabendazole,1157,1170,100,23194542,thiabendazole,100,1157,1170
23247545,ddts,647,651,100,23247545,ddts,100,647,651
22749926,nicotine,1356,1364,100,22749926,nicotine,100,1356,1364
23053666,cu,1243,1245,100,23053666,cu,100,1243,1245
23099319,dom,1384,1387,100,23099319,dom,100,1384,1387
22898566,eicosapentaenoic acid,649,670,100,22898566,eicosapentaenoic acid,100,649,670
23099503,niacin,659,665,100,23099503,niacin,100,659,665
22301814,urea,482,486,100,22301814,urea,100,482,486
23159986,d limonene dose,723,738,80,23159986,d limonene,80,723,733
22564442, 3 h gaba,1024,1034,100,22564442, 3 h gaba,100,1024,1034
23238784,rifampicin,967,977,100,23238784,rifampicin,100,967,977
23123249,oximes,721,727,100,23123249,oximes,100,721,727
23201371,nalidixic acid,304,318,100,23201371,nalidixic acid,100,304,318
23060276,silver,1205,1211,100,23060276,silver,100,1205,1211
23197773,r 2 3 dihydro 5 methyl 3 morpholinyl methyl pyrrolo 1 2 3 de 1 4 benzoxazinyl 1 naphthalenyl methanone mesylate,459,580,100,23197773,r 2 3 dihydro 5 methyl 3 morpholinyl methyl pyrrolo 1 2 3 de 1 4 benzoxazinyl 1 naphthalenyl methanone mesylate,100,459,580
23229510,e235,1008,1012,100,23229510,e235,100,1008,1012
22548320,calothorexanthone,16,33,100,22548320,calothorexanthone,100,16,33
23247471,structures,39,49,14,23247471,tio2,14,40,44
23183177,glucose 6 phosphate,1526,1545,100,23183177,glucose 6 phosphate,100,1526,1545
23207679,saponins,315,323,100,23207679,saponins,100,315,323
23093494,ethanol,220,227,100,23093494,ethanol,100,220,227
23196670,pcbs,120,124,100,23196670,pcbs,100,120,124
22401710,sustained,51,60,21,22401710,ketoprofen,21,49,59
22301814,arsenic,634,641,100,22301814,arsenic,100,634,641
23076766,doxorubicin hydrochloride,603,628,100,23076766,doxorubicin hydrochloride,100,603,628
23210742,ohac aca,619,627,55,23210742,aca,55,624,627
22876953,nad ,1003,1007,86,22876953,nad,86,1003,1006
23200735,atz,1139,1142,100,23200735,atz,100,1139,1142
23047462,tio 2 ,194,200,100,23047462,tio 2 ,100,194,200
23150428,dextromethorphan,682,698,100,23150428,dextromethorphan,100,682,698
22591175,puerarin,792,800,100,22591175,puerarin,100,792,800
23229057, 1 h nmr,431,439,67,23229057, 1 h,67,431,435
23194529,d fagomine,429,439,100,23194529,d fagomine,100,429,439
23196670,tcdd,1313,1317,100,23196670,tcdd,100,1313,1317
23199996,mn,125,127,100,23199996,mn,100,125,127
23115221,nicotine,1153,1161,100,23115221,nicotine,100,1153,1161
23143802,testosterone,733,745,100,23143802,testosterone,100,733,745
23256708,allylic alcohols,155,171,100,23256708,allylic alcohols,100,155,171
22951949,dithiocarbamates,145,161,100,22951949,dithiocarbamates,100,145,161
22548320,δ tocotrienol,108,121,100,22548320,δ tocotrienol,100,108,121
23136062,nopo,1000,1004,100,23136062,nopo,100,1000,1004
22718571,swertiamarin,893,905,100,22718571,swertiamarin,100,893,905
22056334,polychlorinated biphenyls,968,993,100,22056334,polychlorinated biphenyls,100,968,993
22348951,reduced,1068,1075,78,22348951,reduced gsh,78,1068,1079
22876943,chalcone,661,669,100,22876943,chalcone,100,661,669
23220037,dox,564,567,100,23220037,dox,100,564,567
23042952,rsv,1206,1209,100,23042952,rsv,100,1206,1209
22708620,δ elemene,388,397,100,22708620,δ elemene,100,388,397
23202134,mda,1253,1256,100,23202134,mda,100,1253,1256
23146750,pfoa,1328,1332,100,23146750,pfoa,100,1328,1332
23154194,propylene glycol,713,729,100,23154194,propylene glycol,100,713,729
23010670,ethidium bromide,351,367,100,23010670,ethidium bromide,100,351,367
23179775,cortisol,1013,1021,100,23179775,cortisol,100,1013,1021
22697341,butyl lactate,251,264,100,22697341,butyl lactate,100,251,264
23169608,nbp,944,947,100,23169608,nbp,100,944,947
23197773,δ 9 thc,623,631,100,23197773,δ 9 thc,100,623,631
23220035,phthalates,1238,1248,100,23220035,phthalates,100,1238,1248
23186033,rai,1491,1494,100,23186033,rai,100,1491,1494
23085331,tlm,1130,1133,100,23085331,tlm,100,1130,1133
22788802,oh,866,868,100,22788802,oh,100,866,868
23157625,gaba,287,291,100,23157625,gaba,100,287,291
22439867,pentacyclic myrisinane polyester,183,215,100,22439867,pentacyclic myrisinane polyester,100,183,215
23205740,sarin,965,970,100,23205740,sarin,100,965,970
23183177,δ4 androstene 3 17 dione,696,720,100,23183177,δ4 androstene 3 17 dione,100,696,720
23178950,dtxl,92,96,100,23178950,dtxl,100,92,96
23104246,arsenic,221,228,100,23104246,arsenic,100,221,228
23206276,ag,497,499,100,23206276,ag,100,497,499
22961095,acrolein,267,275,100,22961095,acrolein,100,267,275
23103569,h2s,1096,1099,100,23103569,h2s,100,1096,1099
23152189,hydrogen peroxide,1258,1275,100,23152189,hydrogen peroxide,100,1258,1275
23149657,sulfonylureas,1334,1347,100,23149657,sulfonylureas,100,1334,1347
23190297,skf 525 a,709,718,100,23190297,skf 525 a,100,709,718
22694127,ibuprofen s,1053,1064,90,22694127,ibuprofen,90,1053,1062
23122161,hexane,916,922,100,23122161,hexane,100,916,922
23085331,telmisartan,0,11,100,23085331,telmisartan,100,0,11
23072367,phosphatidylinositol 4 5 bisphosphate,450,487,100,23072367,phosphatidylinositol 4 5 bisphosphate,100,450,487
23237835,soluble,48,55,12,23237835,piperidine,12,49,59
23093024,apap,1240,1244,100,23093024,apap,100,1240,1244
22719017,n methyl d aspartate,126,146,100,22719017,n methyl d aspartate,100,126,146
23183177,nicotinamide adenine dinucleotide phosphate,484,527,100,23183177,nicotinamide adenine dinucleotide phosphate,100,484,527
22998295,mtx β cd,1156,1164,55,22998295,mtx,55,1156,1159
22977165,gd,1438,1440,100,22977165,gd,100,1438,1440
22447662,ascorbic acid,308,321,100,22447662,ascorbic acid,100,308,321
22939001,aromatic aldehydes,171,189,100,22939001,aromatic aldehydes,100,171,189
23178950,cholesterol,389,400,100,23178950,cholesterol,100,389,400
23086141,cort,716,720,100,23086141,cort,100,716,720
22610748,sch,913,916,100,22610748,sch,100,913,916
23123771,oxygen,1034,1040,100,23123771,oxygen,100,1034,1040
22006095,venlafaxine xr,622,636,100,22006095,venlafaxine xr,100,622,636
23174144,cuso 4,626,632,92,23174144,cuso 4 ,92,626,633
23111881,taa,15,18,100,23111881,taa,100,15,18
22475036,abietane diterpenoid,81,101,100,22475036,abietane diterpenoid,100,81,101
22472136,arsenic,351,358,100,22472136,arsenic,100,351,358
23186033,romidepsin,159,169,100,23186033,romidepsin,100,159,169
23059794,pfos,366,370,100,23059794,pfos,100,366,370
23237733,isoliquiritigenin,533,550,100,23237733,isoliquiritigenin,100,533,550
23168115,5 ht,29,33,100,23168115,5 ht,100,25,29
23252553,ser 130,932,939,60,23252553,ser,60,932,935
23059794,pfos,162,166,100,23059794,pfos,100,162,166
23135549,ee2,642,645,100,23135549,ee2,100,642,645
23151002,sphingolipids,315,328,100,23151002,sphingolipids,100,315,328
23046389,zoniporide,531,541,100,23046389,zoniporide,100,531,541
23235690,ti,866,868,100,23235690,ti,100,866,868
23148024,bpde,1143,1147,100,23148024,bpde,100,1143,1147
22712554,ornithine,425,434,100,22712554,ornithine,100,425,434
22995584,propidium iodide,434,450,100,22995584,propidium iodide,100,434,450
23220512,polyacetylenes,172,186,100,23220512,polyacetylenes,100,172,186
23123225,β asarone,75,84,100,23123225,β asarone,100,75,84
23220035,dep,637,640,100,23220035,dep,100,637,640
23143912,al,520,522,100,23143912,al,100,520,522
23093494,ethanol,697,704,100,23093494,ethanol,100,697,704
23167812,8 8 dialkylcanadines,422,442,100,23167812,8 8 dialkylcanadines,100,422,442
22577972,pentacyclic triterpenes,66,89,100,22577972,pentacyclic triterpenes,100,66,89
23099502,deoxynivalenol,353,367,100,23099502,deoxynivalenol,100,353,367
23017398,ochratoxin a,523,535,100,23017398,ochratoxin a,100,523,535
23086182,ddd,1009,1012,100,23086182,ddd,100,1009,1012
22475036,xantoquinone,103,115,100,22475036,xantoquinone,100,103,115
23154533,ptu,605,608,100,23154533,ptu,100,605,608
22977165,gadobenate,1320,1330,100,22977165,gadobenate,100,1320,1330
23064325,itra,1832,1836,100,23064325,itra,100,1832,1836
23201371,nor,439,442,100,23201371,nor,100,439,442
22499272,triglycerides,580,593,100,22499272,triglycerides,100,580,593
23254253,lithium ions,1189,1201,74,23254253,lithium,74,1189,1196
23111348,carv flc,841,849,55,23111348,flc,55,846,849
23111886,cisplatin,0,9,100,23111886,cisplatin,100,0,9
22986947,a438079,1657,1664,100,22986947,a438079,100,1657,1664
23122121,corosolic acid,551,565,100,23122121,corosolic acid,100,551,565
23122099,5 methyltetrahydrofolate,344,368,100,23122099,5 methyltetrahydrofolate,100,344,368
23164618,morphine,968,976,100,23164618,morphine,100,968,976
23231420,synthesized,9,20,36,23231420,polystyrene,36,13,24
23055540,cvt 510,1737,1744,100,23055540,cvt 510,100,1737,1744
23212912,val 499,792,799,60,23212912,val,60,792,795
23220041,linoleate,506,515,100,23220041,linoleate,100,506,515
22883213,alloferon,88,97,100,22883213,alloferon,100,88,97
23017390,tyrasol,574,581,100,23017390,tyrasol,100,574,581
23247407,excited,72,79,22,23247407,co,22,74,76
22694127,ibuprofen,932,941,100,22694127,ibuprofen,100,932,941
23091188,lpv r,953,958,75,23091188,lpv,75,953,956
22977165,gadobutrol,696,706,100,22977165,gadobutrol,100,696,706
23235690,li ion,360,366,50,23235690,li,50,360,362
23214973,pva mms,64,71,60,23214973,pva,60,64,67
22564440,valproic acid,1926,1939,100,22564440,valproic acid,100,1926,1939
23256531,c 60,1208,1212,89,23256531,c 60 ,89,1208,1213
23103566,gw0742,548,554,100,23103566,gw0742,100,548,554
23194828,monoamines,809,819,100,23194828,monoamines,100,809,819
22898566,pufas,85,90,100,22898566,pufas,100,85,90
23064325,itra,643,647,100,23064325,itra,100,643,647
23111348,flc,692,695,100,23111348,flc,100,692,695
23122120,free sialic acid,62,78,81,23122120,sialic acid,81,67,78
23213199,h 2 o 2 ,193,201,100,23213199,h 2 o 2 ,100,193,201
23142789,bpa,481,484,100,23142789,bpa,100,481,484
23146695,study,5,10,15,23146695,puerarin,15,0,8
22968082,amph,1609,1613,100,22968082,amph,100,1609,1613
22082827,zn,619,621,100,22082827,zn,100,619,621
23179409,chlorophyll a,722,735,100,23179409,chlorophyll a,100,722,735
22910795,hg 2 ,1177,1183,100,22910795,hg 2 ,100,1177,1183
23123662,oxaliplatin,1275,1286,100,23123662,oxaliplatin,100,1275,1286
23085095,buspirone,588,597,100,23085095,buspirone,100,588,597
22986947,a438079,1450,1457,100,22986947,a438079,100,1450,1457
23165155,dichlorodiphenyltrichloroethane,816,847,100,23165155,dichlorodiphenyltrichloroethane,100,816,847
23201371,nlx,320,323,100,23201371,nlx,100,320,323
23190033,phenolic,2088,2096,100,23190033,phenolic,100,2088,2096
23149118,atrazine,1272,1280,100,23149118,atrazine,100,1272,1280
23171424,phenol,583,589,100,23171424,phenol,100,583,589
23060276,chromium,1173,1181,100,23060276,chromium,100,1173,1181
23026138,methamphetamine,1364,1379,100,23026138,methamphetamine,100,1364,1379
23093494,ethanol,432,439,100,23093494,ethanol,100,432,439
22951949,copper,442,448,100,22951949,copper,100,442,448
23229057,cisplatin,1751,1760,100,23229057,cisplatin,100,1751,1760
22901687,oleuropein,1006,1016,100,22901687,oleuropein,100,1006,1016
22722027,tcb 2,1166,1171,100,22722027,tcb 2,100,1166,1171
23159986,2 propanol,439,449,100,23159986,2 propanol,100,439,449
23256531,c 60,2132,2136,89,23256531,c 60 ,89,2132,2137
23060524,cholesterol,1071,1082,100,23060524,cholesterol,100,1071,1082
23136062,trap,373,377,100,23136062,trap,100,373,377
22867272,propranolol,219,230,100,22867272,propranolol,100,219,230
23200735,cyclic amp,1307,1317,100,23200735,cyclic amp,100,1307,1317
23220616,putrescine,549,559,100,23220616,putrescine,100,549,559
23253427,co rms,1462,1468,50,23253427,co,50,1462,1464
23254253,β agvo 3 ,788,797,88,23254253,agvo 3 ,88,790,797
23164619,dhβe ,1566,1571,89,23164619,dhβe,89,1566,1570
23142505,nitric oxide,628,640,100,23142505,nitric oxide,100,628,640
23249624,dabrafenib,1158,1168,100,23249624,dabrafenib,100,1158,1168
22864849,tbhp,788,792,100,22864849,tbhp,100,788,792
23229136,cr,1026,1028,100,23229136,cr,100,1026,1028
23186588,αβmeatp,1502,1509,100,23186588,αβmeatp,100,1502,1509
22691039,etoh,95,99,100,22691039,etoh,100,95,99
23146698,ccl 4 ,479,485,100,23146698,ccl 4 ,100,479,485
23247545,pcbs,611,615,100,23247545,pcbs,100,611,615
22718571,swertiamarin,114,126,100,22718571,swertiamarin,100,114,126
23249384,acetonitrile,252,264,100,23249384,acetonitrile,100,252,264
23229510,n 1 benzyl piperidin 4 yl 2 4 fluoro phenyl benzo d imidazo 2 1 b thiazole 7 carboxamide,646,738,100,23229510,n 1 benzyl piperidin 4 yl 2 4 fluoro phenyl benzo d imidazo 2 1 b thiazole 7 carboxamide,100,646,738
23247722,methyl mandelate,1705,1721,100,23247722,methyl mandelate,100,1705,1721
22883213,phe p cl,469,477,94,22883213,phe p cl ,94,469,478
23089250,se hg,964,969,57,23089250,hg,57,967,969
23194541,anthocyanin,1573,1584,100,23194541,anthocyanin,100,1573,1584
23190033,co 2,869,873,89,23190033,co 2 ,89,869,874
23117151,tcdd,896,900,100,23117151,tcdd,100,896,900
23107818,bafilomycin a1,438,452,100,23107818,bafilomycin a1,100,438,452
23137956,egcg,1031,1035,100,23137956,egcg,100,1031,1035
23093496,3 oh,1276,1281,100,23093496,3 oh,100,1276,1281
23017411,β cd,113,117,100,23017411,β cd,100,113,117
